,p1_momentum,p2_momentum,momentum_difference,victor
0,1.6126720293464805,1.552185374262656,0.06048665508382456,2
1,1.4100650515244442,1.415396462533638,-0.005331411009193765,1
2,1.0275647576522426,1.7037327068561527,-0.6761679492039101,2
3,0.9802586775843584,1.6836491382627612,-0.7033904606784028,1
4,0.9977436936154511,1.638381275584286,-0.6406375819688348,1
5,1.1454131697103294,1.5285186000880757,-0.38310543037774636,2
6,1.3260741399650304,1.425493642072384,-0.09941950210735362,1
7,1.5133781935700723,1.4024315166473444,0.11094667692272786,2
8,1.6955930624892435,1.4520043184245943,0.24358874406464914,1
9,1.745810605295799,1.5456181094586818,0.20019249583711707,1
10,1.8169103453162134,1.6051552194035759,0.21175512591263757,2
11,1.6399266683187632,1.3911316898578072,0.248794978460956,1
12,1.4998667678219997,1.363320952036806,0.13654581578519376,1
13,1.4847631520388498,1.4072673776013622,0.07749577443748756,2
14,1.555600230419454,1.3607739945731268,0.1948262358463273,2
15,1.5899515376427173,1.385166274811046,0.2047852628316713,1
16,1.5760682469023757,1.469715378597888,0.10635286830448765,2
17,1.6057039043326014,1.5942770095751706,0.01142689475743075,2
18,1.6109352538055712,1.7265888186449911,-0.11565356483941991,1
19,1.4143697116923217,1.6167000447305653,-0.20233033303824355,1
20,1.397420548384346,1.4792157145158444,-0.0817951661314984,2
21,1.5165165897715633,1.3962470343429738,0.12026955542858953,1
22,1.6030660955773817,1.4183493861526102,0.18471670942477147,1
23,1.68649356952847,1.3810388598950094,0.30545470963346055,2
24,1.582844385467891,1.2236128964914845,0.35923148897640655,2
25,1.3790077125230131,1.2348334859675807,0.14417422655543244,2
26,1.2321475578439913,1.4239415938336388,-0.1917940359896475,2
27,1.145615326366846,1.6803464765842138,-0.5347311502173677,1
28,1.1170752833394526,1.6387215639345842,-0.5216462805951316,1
29,1.2831896129290405,1.5453493878766202,-0.2621597749475797,1
30,1.5011020581731724,1.452683026414346,0.04841903175882645,2
31,1.7424026044631173,1.3315042121115344,0.410898392351583,2
32,1.7375710335325292,1.3603521968498349,0.3772188366826943,2
33,1.6603889225030954,1.4756233318638003,0.1847655906392951,1
34,1.4720561400857892,1.6457577859308328,-0.17370164584504355,1
35,1.4829939868090547,1.730875729177026,-0.24788174236797134,2
36,1.3905640325092614,1.5371809785749513,-0.14661694606568987,1
37,1.415345962997056,1.5113591684168612,-0.09601320541980529,2
38,1.5079109255759893,1.4473446481909071,0.060566277385082135,2
39,1.5258285035364394,1.4547766022850905,0.07105190125134886,2
40,1.5030468309507043,1.5235106257350037,-0.020463794784299383,1
41,1.3748513202617814,1.5177748858154563,-0.14292356555367491,1
42,1.4288772991750203,1.3810159787604854,0.047861320414534836,1
43,1.5754202516973306,1.1912747884156216,0.38414546328170895,2
44,1.7961036098420746,1.0283857264950997,0.7677178833469749,1
45,1.8573412018503128,1.115137181280271,0.7422040205700418,2
46,1.6897858664044403,1.1631804039126656,0.5266054624917746,1
47,1.5350413525616955,1.2878048370229032,0.24723651553879233,2
48,1.5361809154061477,1.2753441995065975,0.26083671589955015,1
49,1.543540586330053,1.3772536884350561,0.16628689789499695,1
50,1.6000776382088486,1.3682653924145323,0.23181224579431636,1
51,1.7614157503548569,1.3259643311078886,0.4354514192469683,1
52,1.7968505243368544,1.0987119532331073,0.6981385711037471,2
53,1.935585235136428,0.9713345716126427,0.9642506635237853,1
54,1.9652656683947332,1.1248790748444348,0.8403865935502983,2
55,1.9456594950139179,1.3354402744203953,0.6102192205935226,1
56,1.8289237981953028,1.526845872611082,0.30207792558422075,2
57,1.8044769060634482,1.6185259948004647,0.18595091126298358,1
58,1.6967308304951638,1.7072345361229027,-0.010503705627738835,2
59,1.7371888478305824,1.6711091646752165,0.06607968315536583,2
60,1.7223161460449323,1.6643044911394136,0.05801165490551874,1
61,1.773427055860963,1.8135653246631722,-0.040138268802209165,1
62,1.8107540973120302,1.8942168127032435,-0.0834627153912133,1
63,1.8939168840883256,1.835026011685097,0.058890872403228656,2
64,1.6636521452908017,1.3369096515231553,0.3267424937676464,2
65,1.4496557263746963,1.2127747982799215,0.2368809280947748,2
66,1.3420499802936297,1.309696826995565,0.03235315329806454,2
67,1.2652484966780175,1.5909237782701926,-0.32567528159217507,1
68,1.1541255388994458,1.5630295991110004,-0.40890406021155457,1
